"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"726236",0.2708,0.2831,0.5893,0.4399,0.4263,0.485,0.7361,0.4815,0.4313,0.9194,0.7979,0.3598,0.6946,0.5019,0.0772,0.1813,0.5041,0.2917,0.2701,0.3632,0.1767,0.4803,0.2877,0.434,0.4267,0.3719,0.2709,0.1421,0.1233,0.1575,0.2132,1.1142,0.6986,0.5425,0.7824,0.5888,0.969,0.6061,1.0365,0.8485,1.1354,1.1336,0.5464,0.1883,0.2865,0.4323,1.3809,0.2891,0.3559,0.6543,0.5883,0.5126,0.7806,0.144,0.6039,0.2452,0.2423,0.3705,0.3234,0.5225,0.7829,0.3709,0.4344,0.3372
"949934",1.4192,0.6704,0.5878,0.9964,0.8999,0.6764,0.7415,0.6688,1.0552,0.6952,0.5569,0.9128,0.3163,1.4627,1.8824,1.9723,1.0197,1.0169,0.9815,1.6214,1.5475,1.6987,2.3851,0.8517,1.5394,1.7257,1.8414,0.6921,0.4354,0.9275,0.9866,2.2712,1.4354,0.4074,2.2452,3.9368,1.2798,3.4919,3.4878,3.0039,2.1724,3.0492,2.3375,0.7642,0.9085,1.274,0.648,1.4845,1.2977,1.246,1.7565,1.5402,1.3052,1.4204,0.6198,0.9441,0.7594,0.1105,0.6396,1.1563,0.5237,0.6636,1.5551,0.6785
"760299",0.2493,0.4617,0.3884,1.5889,0.3686,0.238,0.4087,0.3761,0.2679,0.6058,0.2139,0.2355,0.419,0.2308,0.1281,0.156,0.2757,0.2146,0.2231,0.2972,0.1021,0.1868,0.1826,0.1588,0.187,0.1015,0.1531,0.1924,0.1637,0.098,0.3072,0.6599,1.4323,0.7575,0.4086,0.1701,1.0467,0.326,0.3053,1.3353,1.4349,0.7679,0.5006,0.0831,0.49,0.9197,0.4694,0.1662,1.146,0.2415,0.4543,0.3075,0.9196,1.0003,0.5059,1.1715,0.2284,0.3057,0.5998,1.1101,0.5485,0.7075,0.1975,0.3161
"486110",0.8748,2.1933,1.0639,1.9688,0.7723,1.0755,0.4415,0.7747,1.2992,0.31,0.5796,0.7062,0.808,1.2202,1.5321,1.245,2.8712,1.46,1.4648,2.2454,3.2081,1.2975,1.7566,0.368,0.2736,0.1234,0.1254,0.2983,0.1501,0.1064,0.6881,2.1092,3.6072,3.3323,2.7972,2.796,3.4512,3.4915,3.5795,2.1826,2.737,2.5461,2.9859,2.036,1.3656,2.3762,2.7142,0.6294,1.7701,2.3335,1.0048,2.982,2.0579,1.714,1.1637,0.7544,1.9075,1.155,0.6065,1.2925,0.6127,1.1598,0.6189,0.2662
"1474174",0.552,0.487,1.2167,1.2098,1.855,0.5032,0.7151,0.8308,0.7622,5.5433,0.6322,1.6036,1.2185,0.214,0.4115,0.2492,0.5228,0.4836,0.4694,1.0283,0.0408,0.1909,0.1887,0.2868,0.2057,0.1955,0.1396,0.3051,0.3364,0.2169,0.2445,1.3332,3.4272,2.4484,1.3045,0.527,3.936,0.8467,1.3392,1.1737,3.277,1.9651,1.1104,0.2693,1.068,1.4694,1.0772,0.3608,0.1385,1.6236,0.82,0.6704,1.4989,0.5894,1.6953,0.4449,1.9968,1.7326,4.5867,1.2229,3.5606,0.6382,2.929,0.6937
"878652",0.8486,0.633,1.2895,0.992,1.5744,0.9588,1.1389,0.849,0.5584,4.5013,1.215,0.9516,2.0438,0.8209,0.263,0.3214,0.8688,1.4856,1.4296,1.6069,0.7743,0.2839,1.7911,0.5882,0.8045,0.1455,0.1847,0.727,0.6931,0.2721,0.7378,2.3773,1.6851,4.8398,3.2894,1.6526,3.5039,2.7485,3.2543,2.094,4.5932,4.2298,2.5474,1.4668,0.5184,0.7571,1.4416,0.472,0.524,0.6815,1.116,0.7407,1.0566,0.4494,1.8565,0.6629,2.1812,2.519,2.3842,2.6124,3.0231,0.3784,2.6477,2.1793
"85171",0.4346,0.6435,0.4962,2.1074,1.5146,0.8165,1.0775,0.8232,0.8421,0.9096,0.7716,0.858,0.88,1.2681,1.3224,1.0691,1.2057,0.6287,0.5929,1.1201,1.1043,1.8092,1.3028,0.7975,1.037,1.0307,1.0732,0.668,0.3148,0.5843,0.8126,1.1183,2.3355,1.2069,1.7543,1.5992,1.826,1.7488,1.401,2.5648,2.9877,2.6209,1.5249,0.6504,1.3567,1.0604,1.3554,0.7266,0.8101,1.4452,1.1133,1.2316,1.8092,0.9626,0.9333,1.3168,1.1963,0.7024,1.7966,1.5359,1.6412,0.8474,0.9521,1.0161
"753418",0.3847,0.5281,0.4169,0.2403,0.5339,0.4298,0.9744,0.5547,0.315,0.6687,0.4129,0.5887,0.7054,0.4628,0.7233,0.5865,0.5005,0.8471,0.7559,0.2527,0.3394,0.4193,0.2884,0.8931,0.572,0.4754,0.401,0.6658,0.4201,0.534,0.6845,0.2871,0.5002,0.3237,0.1567,0.0839,0.2034,0.2399,0.2054,0.177,0.1719,0.1079,0.057,0.5302,0.8293,0.2634,0.2732,0.3846,0.4262,0.2283,0.6987,0.0894,0.5443,1.4874,0.8369,1.4951,0.6777,0.3377,0.8378,0.8568,1.6155,0.9467,0.643,0.6554
"626502",0.8609,1.3287,1.497,0.3696,0.9484,0.9536,0.8544,0.4288,0.4388,2.5731,0.7139,0.5474,1.6403,1.056,0.2323,0.479,1.0973,0.7321,0.7446,0.5316,0.4177,0.5765,0.6641,2.5211,2.7443,1.7685,2.4101,4.5005,3.2358,3.2145,1.3051,0.4452,1.0661,1.1806,1.047,0.3221,1.2523,0.4596,0.3987,0.6813,1.4525,0.667,0.693,0.5859,1.4814,2.0626,2.3591,1.0059,0.5835,0.733,0.6231,0.9141,0.8837,0.396,1.3645,0.8845,0.4986,0.7642,1.0929,0.9985,2.1422,0.8205,1.279,1.4451
"814526",0.6295,0.5987,0.6311,0.1804,0.9005,0.4087,0.6876,0.555,0.3603,0.3673,0.2183,0.4303,0.3659,0.9141,0.6231,0.4269,0.5845,0.8396,0.8098,0.4806,0.3137,0.8224,1.5688,2.3992,1.4718,2.3041,2.2237,2.8337,3.5809,3.1679,2.2574,0.5063,0.293,0.3882,0.7112,0.6479,0.2296,0.4365,0.2847,0.6077,0.2255,0.3426,0.2834,0.7806,1.36,1.4717,0.4217,1.4822,1.1415,2.2364,0.5678,1.5262,0.5493,1.3681,1.6514,0.7164,1.1895,0.8967,0.7162,1.1358,0.4893,0.646,0.727,1.7088
"299630",0.2068,0.2382,0.2235,0.2766,0.2431,0.1996,0.5515,0.2822,0.1908,0.237,0.1518,0.2848,0.2397,0.2363,0.1694,0.2029,0.1526,0.1997,0.1794,0.2318,0.0434,0.1299,0.1954,1.1416,1.3686,0.8337,0.2829,0.4378,0.1632,0.4199,1.4987,0.1901,0.2399,0.3723,0.2046,0.2998,0.27,0.4655,0.3863,0.4986,0.2613,0.2251,0.2281,0.2618,0.4281,0.2635,0.2364,0.2731,0.5559,0.3681,0.7074,0.1317,0.5251,0.2381,0.543,0.213,0.139,0.422,0.4867,0.428,0.4188,0.1791,0.1678,0.2113
"502333",0.6868,0.6098,1.3108,0.2447,0.9746,0.7298,0.8185,0.501,0.4317,0.5257,0.8123,0.4478,0.5806,0.0994,0.256,0.1858,2.347,0.1736,0.153,0.3552,0.6086,0.1429,0.1082,1.4294,1.6479,1.2577,0.8178,1.129,0.6523,1.36,1.8868,0.5634,0.4387,0.3584,0.4308,0.1238,0.1947,0.6309,0.5274,0.2724,0.1707,0.1157,0.1439,0.5571,0.2587,0.1366,0.165,0.3331,0.6248,0.2849,0.4546,0.2145,1.4057,0.4397,0.3315,0.8014,1.051,0.8045,0.8514,0.4387,0.7859,0.9284,0.6166,0.6088
"435551",0.235,0.2764,0.2783,0.2934,0.2942,0.3972,0.5276,0.2669,0.1949,0.185,0.2166,0.1751,0.2717,0.2129,0.0886,0.0772,0.3141,0.2303,0.2107,0.2621,0.0362,0.1292,0.1805,0.5477,0.8862,0.2882,0.256,0.1927,0.2035,0.3932,0.7008,0.4271,0.1738,0.2421,0.0817,0.1077,0.0712,0.2591,0.1916,0.1697,0.0274,0.0669,0.1163,0.3075,0.3327,0.2631,0.0664,0.1741,0.2672,0.1352,0.4498,0.1203,0.242,0.2021,0.3489,0.1941,0.1018,0.1678,0.1318,0.3411,0.3486,0.1829,0.1727,0.1243
"470128",0.0727,0.2843,0.3729,0.705,0.3349,0.1508,0.3634,0.168,0.1016,0.3058,0.1251,0.2169,0.2089,0.1369,0.1218,0.1576,0.1794,0.0843,0.0845,0.1304,0.0898,0.0948,0.0736,0.1851,0.1169,1.4403,0.4683,0.5422,0.1435,0.1172,0.1857,0.1689,0.3923,0.2324,0.0874,0.1465,0.3863,0.1216,0.1388,0.0805,0.1752,0.2026,0.0756,1.1259,0.6085,0.2982,0.1537,0.6717,1.3572,0.437,0.5063,0.2491,0.2289,0.7442,0.1908,1.2405,0.0658,0.1193,0.1682,0.6605,0.4345,0.575,0.2532,0.1533
"866694",1.1921,1.0545,0.9588,0.629,0.6489,0.424,0.6742,0.4999,0.5241,0.3716,0.4518,0.4375,0.7849,0.3623,1.641,0.8472,1.012,0.7205,0.6602,0.8477,0.8789,0.5755,0.3401,0.9319,0.6098,0.8417,0.6454,0.5977,0.6488,0.5627,0.8046,1.285,1.1567,1.1685,1.1367,2.0458,0.6005,2.2677,1.1269,1.9602,0.6627,0.7012,1.4868,0.4666,0.767,0.1663,0.4986,0.6765,0.5704,1.0762,1.3632,0.4033,1.1927,0.8563,0.4536,0.5795,0.6714,0.175,0.3777,0.5762,0.4698,0.6499,0.4134,0.4669
"32299",0.4325,0.6179,0.6293,0.4301,0.3149,0.5396,0.8069,0.2062,0.5536,0.1783,0.3965,0.4245,0.4423,1.015,0.3848,1.0871,0.3035,1.1205,1.0755,0.6667,0.1806,0.8743,0.4882,0.1561,0.3467,0.2853,0.8742,0.6197,0.9113,0.9157,0.3684,0.2979,0.4269,0.2984,0.2691,0.0322,0.1867,0.3053,0.3068,0.0821,0.0258,0.0979,0.0226,0.3881,1.9168,3.3858,0.411,0.7759,0.4547,0.8162,0.8928,0.8549,0.328,1.0544,0.3795,0.7389,0.4274,0.0904,0.4915,0.9791,0.5709,0.6106,0.5306,1.0457
"504791",1.6079,1.239,0.5906,0.4631,0.5466,1.6108,0.9921,1.0603,0.5597,0.4773,1.8296,1.1685,0.7298,0.6174,1.1092,1.3186,0.6741,0.926,0.8903,0.899,0.3247,0.2109,0.4394,0.1053,0.0579,0.0675,0.1025,0.1182,0.1493,0.1092,0.1319,0.7465,1.0102,0.7298,0.7948,1.5937,0.6455,0.5104,1.3003,0.5043,0.7783,1.5977,1.3488,0.4738,0.5153,0.3728,0.6511,1.263,1.4322,0.4437,0.531,1.5012,0.705,0.7682,1.641,0.2933,0.6471,0.3022,0.6983,0.568,0.5287,0.1531,0.8985,0.9211
"784257",0.4382,0.6336,0.6926,0.4027,0.7451,1.65,0.8078,1.5054,1.2822,1.1589,1.1637,0.6824,2.0641,0.3675,0.2408,0.2725,0.4792,0.5092,0.4876,0.4453,0.5379,0.6418,0.4751,0.1438,0.129,0.0831,0.126,0.1483,0.2966,0.2555,0.2043,1.5973,0.7747,1.0062,1.1239,0.2976,1.1325,1.7891,2.7329,0.8595,1.8545,1.9233,1.9153,0.4445,0.8775,0.421,0.512,0.5137,0.4982,0.2767,0.1723,0.3929,0.4611,0.3625,0.2583,0.3799,0.9184,0.4172,0.52,0.6083,1.0081,0.4091,0.8231,0.9068
"755228",0.1972,0.4962,0.4172,0.2489,0.5372,0.388,0.4904,0.1966,0.125,0.8653,0.1515,0.3048,0.1691,0.1314,0.1625,0.1911,0.4039,0.4597,0.4523,0.2825,0.0758,0.3145,0.205,0.2346,0.1832,0.1039,0.081,0.2251,0.3193,0.2364,0.2106,2.1411,0.5412,0.5513,0.3757,0.3645,0.4714,0.9925,0.6223,0.3469,0.7457,1.0363,0.4887,0.0307,0.2807,0.1742,0.4061,0.2358,0.4284,0.1466,0.8711,0.0523,0.4436,0.1487,0.8104,0.2017,0.1042,0.2447,0.7008,0.3784,0.6494,0.2317,0.3588,0.3947
"292996",0.1292,0.1675,0.1786,0.3106,1.72,1.4898,0.7925,0.9291,0.8945,1.5526,0.6339,0.6018,0.7249,2.1423,0.4398,0.41,0.7939,0.7197,0.6901,0.9748,0.7078,1.3333,1.3476,1.1869,1.3281,1.2009,1.0499,0.5409,0.2495,0.5864,0.5323,0.6194,0.7437,0.5822,1.8644,2.8827,3.1016,1.6007,1.5715,2.0545,1.6154,2.1203,2.2041,2.9261,0.8979,0.6654,1.0626,1.2543,1.6049,1.4256,0.5805,1.5212,0.5495,0.2179,0.1227,0.1262,1.3137,1.2071,0.8785,1.189,1.314,0.1502,0.0868,0.2789
"770014",0.1589,1.8757,1.1891,0.329,1.9921,0.3333,0.6233,0.4226,0.1669,0.4896,0.2255,0.1892,0.2569,0.2706,0.1405,0.0353,0.2783,0.1351,0.1162,0.4231,0.0255,0.1026,0.1612,0.428,0.175,0.994,2.0843,1.0504,0.1204,0.2001,0.1993,0.1175,0.1622,0.1903,0.1723,0.1476,0.1159,0.1092,0.1379,0.1075,0.124,0.0776,0.1299,0.3495,0.3241,0.2686,0.1157,0.3162,0.214,1.2112,0.1191,1.2,0.4106,0.1899,0.5222,0.1935,0.4591,0.2781,0.3922,0.391,0.5978,0.1977,0.9477,0.9528
"842918",0.2575,0.3874,0.4792,0.2925,0.3583,0.336,0.4529,0.275,0.1886,0.2913,0.3477,0.3577,0.3626,0.1966,0.1874,0.2337,0.5002,0.4147,0.4055,0.6264,0.5723,0.4194,0.5721,0.1114,0.2053,0.0876,0.106,0.1337,0.1453,0.1086,0.2496,1.3271,0.3479,0.3035,0.7976,0.7515,0.5137,1.623,2.202,1.1988,0.545,1.0233,1.4632,0.9012,0.4544,0.3797,0.4466,0.3948,0.5459,0.3775,0.3347,0.3097,0.6879,0.2374,1.4056,0.484,0.9302,0.5639,0.8486,0.5723,0.6576,0.8263,1.6685,0.1722
"626555",0.5305,0.6047,0.6099,0.387,0.9309,0.3741,0.5036,0.4916,0.3767,0.2739,0.35,0.4181,0.4202,0.8948,0.646,0.6426,0.5466,0.8174,0.8115,0.9362,0.4963,1.1418,1.1226,0.6529,0.4483,0.3061,0.5746,0.312,0.3119,0.3559,0.5359,0.8753,0.6741,0.5489,0.7329,0.5083,0.5937,1.6774,2.0473,1.1893,0.9696,0.9216,1.5269,0.3425,0.6244,0.7829,0.5929,0.6828,0.4791,0.7195,0.6439,0.5951,0.694,0.6657,0.326,0.6545,0.4491,0.2207,0.5912,0.8285,0.6662,0.4799,1.0934,0.1819
"877664",0.2396,0.3857,0.4726,0.2557,0.6138,0.2234,0.6377,0.7633,0.4831,0.2052,0.3074,0.3583,0.481,0.6582,0.6672,0.3157,0.2705,1.1241,1.0079,0.6892,0.428,1.2456,0.4833,0.0902,0.1669,0.2579,0.1226,0.1462,0.1413,0.1733,0.1683,0.4165,0.3713,0.3955,0.6504,0.2918,0.2903,1.0263,0.7969,0.5848,0.568,0.7451,0.4896,0.2201,0.3602,0.4984,0.3853,0.3545,0.4003,0.382,0.1354,0.2315,0.2192,0.3379,0.3594,0.4076,0.2529,0.1422,0.234,0.397,0.4549,0.284,0.3557,0.1496
"843098",0.8437,1.8639,1.3331,0.9113,1.9459,0.637,1.0037,0.4662,0.5438,0.5523,0.4191,0.7486,0.9123,1.15,1.4309,0.6159,2.8406,1.1169,1.0909,4.8635,2.4584,1.6889,2.2988,2.6497,3.9642,0.9764,1.3263,0.6478,0.438,0.5633,0.5724,2.9327,1.1314,0.9454,2.3877,4.9248,1.3082,2.4506,4.0735,3.3339,0.7642,1.6627,2.175,1.6393,0.3004,0.1873,0.2549,0.1936,2.6823,0.0808,0.4166,0.1307,0.4506,0.424,1.9438,1.3168,2.3121,0.2384,1.2543,0.9711,1.8141,3.6173,1.1051,0.1281
"811956",0.6836,1.512,0.5621,1.166,1.0076,0.3006,0.714,0.5579,0.5817,0.2683,0.3686,0.4524,0.7828,0.2434,1.8544,2.9625,1.3675,0.7507,0.7422,0.6321,1.5321,0.8356,0.3213,0.3827,0.5282,0.7083,0.5363,0.9854,0.3834,0.7596,0.7731,1.9244,1.0716,1.1023,1.2792,1.7536,0.6628,1.7838,0.4794,1.1792,1.0926,1.393,1.6408,0.826,0.5217,0.2051,0.4097,0.3996,0.7034,0.3598,1.9813,0.5568,0.7161,0.6787,0.4017,0.7373,0.5628,0.3048,0.1984,0.4608,0.4107,0.6594,0.3339,0.319
"244307",0.2837,0.3649,0.446,1.2639,2.3012,0.3929,0.2505,0.4609,0.2558,1.8996,0.276,0.3663,0.2687,0.1614,0.1536,0.0877,0.181,0.1016,0.1092,0.2062,0.0868,0.1813,0.0862,0.2328,0.2067,0.0975,0.0785,0.0973,0.1848,0.1268,0.2059,0.196,2.9497,0.268,0.3844,0.2153,2.9981,0.159,0.2377,0.3464,2.9713,0.3563,0.1663,0.0234,0.2485,0.2159,0.728,0.1341,0.0944,0.113,0.3967,0.1153,0.2009,0.3979,0.1866,0.3736,0.4315,0.5774,1.3861,0.6888,7.1986,0.19,0.2196,1.3558
"140806",0.3419,0.2437,0.3628,0.9463,2.0023,0.1623,0.4024,0.3295,0.1609,0.7434,0.1396,0.1767,0.3888,0.4365,0.2459,0.2716,1.7686,0.2078,0.1934,0.373,0.9303,0.1907,0.169,0.2205,0.3711,0.0912,0.2216,0.1782,0.1158,0.1006,0.2782,0.3549,1.2769,1.7418,0.6282,0.5462,1.7383,0.4419,0.4709,1.3505,2.2996,0.9324,0.4639,0.4641,0.5212,0.3937,1.2349,0.3339,0.4842,0.9336,1.2665,1.6045,1.94,0.308,1.7459,0.3712,0.6543,1.6972,0.6189,0.5233,0.6738,0.6491,0.3482,0.4268
"753215",0.2751,0.3644,0.1828,0.4025,0.5017,0.3117,0.4949,0.3422,0.246,0.2878,0.1328,0.1946,0.1723,0.133,0.1347,0.286,0.3318,0.1999,0.1824,0.1883,0.0776,0.1756,0.1629,0.0723,0.0719,0.0713,0.093,0.1205,0.1025,0.0973,0.3795,0.5382,0.3577,0.5334,0.3631,0.4234,0.4497,0.7002,0.4431,0.4154,0.4967,0.6255,0.3747,0.0908,0.4738,0.2028,0.4334,0.2076,0.2233,0.1698,0.8684,0.1533,1.2185,0.2178,0.4386,0.285,0.1213,0.2867,0.3239,0.4632,0.4262,0.1869,0.2812,0.3732
"220096",0.1508,0.827,0.7176,0.3055,0.3111,0.5218,0.7762,0.4681,0.2113,0.4042,0.1925,0.3659,0.2882,0.172,0.2235,0.2362,0.5145,0.4277,0.4106,0.5523,0.1541,0.2452,0.4536,0.2094,0.1453,0.1198,0.122,0.189,0.183,0.1519,0.3709,0.8642,0.201,0.4024,1.6434,1.5753,0.2411,1.1382,0.7317,1.0045,1.3617,1.0808,1.176,0.1727,0.4247,0.2521,0.4322,0.7895,0.143,0.3359,0.4907,0.1462,0.2101,0.4008,0.243,0.3713,0.237,0.151,0.136,0.3613,0.3447,0.3159,0.0944,0.1572
"789376",0.6382,0.3647,0.3539,0.1654,0.871,0.4876,0.528,0.4688,0.835,0.47,0.6767,0.9952,0.2042,0.7159,1.4317,1.3368,0.9177,0.494,0.4512,1.1651,0.8835,0.5503,0.6797,0.3562,1.1436,0.6698,0.6873,0.9082,1.0928,0.7194,0.8018,1.152,2.1586,0.9652,1.5851,2.0576,1.6278,1.399,1.3858,2.2775,1.0798,1.46,0.6124,0.9454,0.6797,0.39,0.3965,0.6891,0.8647,0.3896,0.6057,0.5731,0.735,0.3993,0.3148,0.4442,0.1144,0.1014,0.8451,0.9041,0.7179,0.4996,0.2794,0.375
"79520",0.7995,0.4344,0.3572,0.459,0.5377,0.4045,0.5012,0.463,0.4713,0.6946,0.8939,0.5851,2.3659,0.7305,0.3052,1.1457,0.4447,0.486,0.4567,0.5476,0.184,0.1982,0.1573,0.2967,0.1237,0.1657,0.3821,0.2203,0.2659,0.2922,0.1788,1.1057,0.321,0.3243,0.8423,0.6402,0.3188,0.8044,1.183,0.87,0.6981,0.9076,1.1245,0.8269,0.4586,0.2098,0.2023,0.48,0.9817,0.108,0.236,0.1352,0.795,0.3801,0.2873,0.3624,0.346,0.4706,0.3704,0.8521,0.4805,0.2716,0.3491,0.28
"361974",0.9772,0.3533,0.8492,0.8865,0.4561,0.3053,2.2638,0.5036,0.3785,1.4073,0.2808,2.9055,0.9504,0.1229,0.4672,0.1797,0.0604,0.1789,0.1679,0.1543,0.2794,0.054,0.0449,0.0926,0.0905,0.043,0.0463,0.0834,0.0912,0.0802,0.1035,0.2038,1.1242,7.3252,0.4931,0.2146,0.8668,1.0253,1.6034,1.2592,0.5339,0.4144,0.0794,0.1259,0.3724,0.0868,0.2259,0.164,0.1031,0.0335,0.0735,0.026,0.0635,0.2267,1.2245,0.2001,4.7646,3.6464,2.753,0.4215,1.3854,0.9205,0.7031,1.8081
"789357",0.4399,0.3026,0.3273,1.18,0.3444,0.2785,0.353,0.2332,0.5979,0.4797,0.1557,0.2039,0.1427,0.6833,0.8146,0.4718,0.2871,0.1531,0.157,0.2105,0.4468,0.4813,0.3948,1.0027,0.7085,0.8413,0.8703,0.7895,1.8113,1.4616,1.8105,0.7585,0.3334,0.4524,0.3684,0.3622,0.3359,0.2954,0.3937,0.5112,0.5471,0.4085,0.3442,0.4223,0.5769,0.4207,0.2892,1.0169,0.8889,0.59,1.1124,0.3803,0.4612,1.2102,0.5024,2.1829,0.1093,0.2832,0.4546,0.3368,0.8783,0.5274,0.5218,0.6947
"824704",1.0605,1.0815,0.8735,1.4064,1.0625,1.7642,1.5839,0.7803,0.8231,1.3218,0.9735,1.3138,0.8437,0.6877,1.2813,0.986,0.2846,1.1163,1.0327,0.4351,0.9652,0.8223,0.4199,2.1564,1.6912,1.9518,1.4734,0.6749,1.4032,1.1777,0.9813,0.685,0.5086,0.3988,0.3953,0.2947,0.4251,0.4015,0.315,0.3416,0.3375,0.4392,0.2579,0.9291,0.5363,0.2153,0.4636,0.2657,0.8241,0.1646,0.6299,0.1143,0.5405,1.2675,0.6572,1.04,0.7282,0.9393,1.2968,0.5769,0.5495,0.7339,0.4537,0.6508
"843287",0.3028,0.4206,0.6182,0.2045,3.1793,0.7655,0.4152,0.2135,0.1177,1.1741,0.4771,0.1229,0.5159,0.1946,0.3018,0.1779,0.7236,0.1714,0.1738,0.2591,0.1993,0.3522,0.1046,1.9381,0.8677,0.4227,0.288,0.5295,1.9394,1.1129,0.505,0.7613,0.2121,0.1992,0.2714,0.3454,0.4974,0.4028,0.1443,0.4976,0.1385,0.1233,0.2338,1.1339,1.1569,0.4015,0.2982,0.6159,0.2966,0.4558,0.8937,0.2388,0.5171,0.5731,1.3641,0.4835,1.2706,0.3495,0.6548,0.4554,1.7911,0.6627,0.8987,0.558
"85259",1.0922,0.7391,0.7515,2.2041,1.431,0.8768,0.9763,0.6145,0.6337,0.8756,0.6581,0.7255,0.5695,1.2154,1.3123,1.0339,0.7951,0.6542,0.6102,0.8184,0.9326,1.7955,1.027,0.7576,0.7544,0.7065,0.9064,1.0069,0.2805,0.6099,1.0119,0.7229,2.4149,1.2657,1.7527,1.7585,2.3185,1.3803,0.8277,2.5315,2.476,2.55,1.6568,0.6275,1.0706,0.7924,1.5043,1.1518,1.2736,1.0772,1.1784,1.03,2.4221,0.5993,1.151,1.2735,1.3089,0.6613,1.3162,1.5652,1.1225,0.8132,0.4647,0.4752
"701751",0.402,0.255,0.3152,0.3846,0.2843,0.2792,0.6332,0.3586,0.4074,0.412,0.2439,0.3083,0.5891,0.3014,0.2368,0.2601,0.4154,0.2845,0.2847,0.2989,0.2466,0.2013,0.3073,0.497,0.8778,0.8845,1.3243,1.1308,0.9374,1.1356,1.0859,0.6953,0.3331,0.378,0.2125,0.145,0.2756,0.6627,0.6074,0.2381,0.5885,0.4587,0.458,0.7064,0.5691,0.3935,0.2518,0.279,0.4324,0.2988,0.5409,0.1679,0.5625,0.9395,0.6439,0.9751,0.4565,0.2665,0.4196,0.3888,0.5486,0.5614,0.6673,0.1353
"280837",0.5801,0.5101,0.2339,0.738,0.2818,0.5416,0.5493,0.4933,0.3555,0.3089,0.5099,0.3904,0.492,0.3985,0.2574,0.3485,0.4117,0.6785,0.6457,0.7166,0.04,0.2539,0.1185,0.315,0.2313,0.4082,0.1273,0.1721,0.2108,0.1111,0.1354,0.317,0.636,0.4324,0.5482,0.5654,0.7748,0.6333,0.6686,0.4281,0.4137,0.7047,0.4889,0.2519,0.2149,0.3488,0.0973,0.3169,0.1832,0.301,0.2658,0.18,0.1266,0.2197,0.1973,0.2218,0.2794,0.2491,0.2104,0.3882,0.5337,0.1374,0.4388,0.2108
"108351",0.2217,0.3015,0.5533,0.9313,0.177,0.2259,0.4352,0.2764,0.2719,0.3469,0.203,0.435,0.1705,0.3266,0.252,0.5051,0.1512,0.1552,0.149,0.1342,0.1233,0.2106,0.218,0.0634,0.0718,0.0848,0.0772,0.0799,0.0851,0.1046,0.1318,0.5424,0.3375,0.4028,0.314,0.113,0.1487,0.1696,0.224,0.8228,0.3863,0.4967,0.3927,0.0086,0.1681,0.1771,0.1388,0.1394,0.1643,0.1384,0.335,0.0359,0.3261,0.3212,0.2569,0.4003,0.1173,0.1204,0.3014,0.3558,0.3137,0.4057,0.2597,0.1394
"134495",0.6117,0.6651,0.5913,0.2893,0.2473,0.4053,0.4216,0.6016,0.4966,0.2289,0.224,0.2265,0.6015,0.1108,0.9654,0.6085,0.51,0.173,0.164,0.1583,0.4292,0.2561,0.0734,0.8788,0.3739,0.3344,0.3965,1.0485,0.5661,1.4729,0.8681,0.4113,0.507,0.3691,0.3277,0.1703,0.2999,0.5079,0.1015,0.1774,0.2182,0.2133,0.1755,0.563,0.3226,0.0995,0.156,0.6013,0.4484,0.2121,0.4729,0.1744,0.4866,0.8648,0.613,0.9494,0.5283,0.6201,0.3623,0.3552,0.4059,0.4047,0.7046,0.3132
"135058",0.4465,0.2539,0.3188,0.7369,0.1823,0.127,0.4137,0.1946,0.1819,0.1373,0.2168,0.1327,0.1635,0.0361,0.1702,0.3002,0.1627,0.0969,0.095,0.2565,0.0639,0.0817,0.0286,0.1391,0.1166,0.0993,0.106,0.1162,0.0833,0.1418,0.168,0.3155,0.7801,0.3357,0.1377,0.1437,0.9406,0.2468,0.4604,0.2613,0.2205,0.3881,0.1802,0.189,0.1928,0.0437,0.1891,0.099,0.204,0.1671,0.4244,0.1452,0.5533,0.2755,0.22,0.2019,0.2496,0.25,0.1547,0.3111,0.2667,0.1922,0.1778,0.1699
